time,temperature_2m,precipitation,windspeed_10m,city
2026-05-22T18:00,13.6,0.0,8.0,東京
2026-05-22T19:00,13.4,0.0,8.0,東京
2026-05-22T20:00,13.3,0.0,8.1,東京
2026-05-22T21:00,13.1,0.0,8.0,東京
2026-05-22T22:00,12.9,0.0,7.8,東京
2026-05-22T23:00,12.7,0.0,8.0,東京
2026-05-23T00:00,12.5,0.0,7.9,東京
2026-05-23T01:00,12.4,0.0,8.3,東京
2026-05-23T02:00,12.2,0.0,7.9,東京
2026-05-23T03:00,12.0,0.0,7.6,東京
2026-05-23T04:00,11.7,0.0,7.6,東京
2026-05-23T05:00,11.5,0.0,7.2,東京
2026-05-23T06:00,11.6,0.0,6.8,東京
2026-05-23T07:00,12.4,0.0,6.8,東京
2026-05-23T08:00,13.6,0.0,6.8,東京
2026-05-23T09:00,15.0,0.0,7.3,東京
2026-05-23T10:00,16.5,0.0,7.3,東京
2026-05-23T11:00,18.0,0.0,7.3,東京
2026-05-23T12:00,19.2,0.0,6.6,東京
2026-05-23T13:00,19.7,0.0,8.2,東京
2026-05-23T14:00,19.9,0.0,10.2,東京
2026-05-23T15:00,19.7,0.0,12.4,東京
2026-05-23T16:00,19.4,0.0,14.1,東京
2026-05-23T17:00,19.2,0.0,13.8,東京
2026-05-23T18:00,18.8,0.0,13.4,東京
2026-05-23T19:00,18.5,0.0,12.6,東京
2026-05-23T20:00,18.1,0.0,12.0,東京
2026-05-23T21:00,17.9,0.0,11.3,東京
2026-05-23T22:00,17.8,0.0,10.7,東京
2026-05-23T23:00,17.6,0.0,10.0,東京
2026-05-24T00:00,17.5,0.0,9.3,東京
2026-05-24T01:00,17.5,0.0,8.9,東京
2026-05-24T02:00,17.5,0.0,8.4,東京
2026-05-24T03:00,17.7,0.0,7.9,東京
2026-05-24T04:00,18.0,0.1,7.1,東京
2026-05-24T05:00,18.4,0.1,6.3,東京
2026-05-24T06:00,18.9,0.1,5.0,東京
2026-05-24T07:00,19.5,0.1,4.0,東京
2026-05-24T08:00,20.0,0.1,2.8,東京
2026-05-24T09:00,20.4,0.1,2.2,東京
2026-05-24T10:00,20.8,0.4,2.8,東京
2026-05-24T11:00,21.3,0.4,5.0,東京
2026-05-24T12:00,21.7,0.4,7.3,東京
2026-05-24T13:00,22.1,0.4,9.8,東京
2026-05-24T14:00,22.3,0.4,11.5,東京
2026-05-24T15:00,22.4,0.4,12.7,東京
2026-05-24T16:00,22.2,0.2,12.8,東京
2026-05-24T17:00,21.9,0.2,11.8,東京
2026-05-24T18:00,21.4,0.2,10.2,東京
2026-05-24T19:00,20.9,0.2,8.7,東京
2026-05-24T20:00,20.5,0.2,7.1,東京
2026-05-24T21:00,20.2,0.2,6.4,東京
2026-05-24T22:00,20.0,0.2,6.0,東京
2026-05-24T23:00,19.9,0.2,5.9,東京
2026-05-25T00:00,19.9,0.2,5.8,東京
2026-05-25T01:00,20.0,0.2,6.3,東京
2026-05-25T02:00,20.1,0.2,7.0,東京
2026-05-25T03:00,20.2,0.2,7.4,東京
2026-05-25T04:00,20.5,0.0,8.0,東京
2026-05-25T05:00,20.8,0.0,8.4,東京
2026-05-25T06:00,21.1,0.0,8.9,東京
2026-05-25T07:00,21.5,0.0,9.5,東京
2026-05-25T08:00,22.0,0.0,9.6,東京
2026-05-25T09:00,22.4,0.0,9.5,東京
2026-05-25T10:00,23.0,0.0,9.2,東京
2026-05-25T11:00,23.7,0.0,8.9,東京
2026-05-25T12:00,24.4,0.0,9.3,東京
2026-05-25T13:00,25.1,0.0,10.1,東京
2026-05-25T14:00,25.5,0.0,11.4,東京
2026-05-25T15:00,25.5,0.0,12.1,東京
2026-05-25T16:00,25.1,0.0,12.0,東京
2026-05-25T17:00,24.4,0.0,11.0,東京
2026-05-25T18:00,23.4,0.0,9.7,東京
2026-05-25T19:00,22.3,0.0,8.0,東京
2026-05-25T20:00,21.3,0.0,6.9,東京
2026-05-25T21:00,20.6,0.0,6.1,東京
2026-05-25T22:00,20.1,0.0,6.0,東京
2026-05-25T23:00,19.7,0.0,5.9,東京
2026-05-26T00:00,19.4,0.0,6.2,東京
2026-05-26T01:00,19.1,0.0,6.8,東京
2026-05-26T02:00,19.0,0.0,7.6,東京
2026-05-26T03:00,19.1,0.0,7.6,東京
2026-05-26T04:00,19.3,0.0,7.2,東京
2026-05-26T05:00,19.8,0.0,6.8,東京
2026-05-26T06:00,20.4,0.0,6.5,東京
2026-05-26T07:00,21.0,0.0,5.9,東京
2026-05-26T08:00,21.6,0.0,5.6,東京
2026-05-26T09:00,22.2,0.0,5.6,東京
2026-05-26T10:00,22.7,0.0,6.2,東京
2026-05-26T11:00,23.4,0.0,7.3,東京
2026-05-26T12:00,24.0,0.0,9.1,東京
2026-05-26T13:00,24.5,0.0,11.2,東京
2026-05-26T14:00,24.9,0.0,13.0,東京
2026-05-26T15:00,25.0,0.0,14.1,東京
2026-05-26T16:00,24.7,0.0,14.8,東京
2026-05-26T17:00,24.2,0.0,15.1,東京
2026-05-26T18:00,23.5,0.0,14.8,東京
2026-05-26T19:00,22.7,0.0,14.8,東京
2026-05-26T20:00,22.1,0.0,14.5,東京
2026-05-26T21:00,21.6,0.0,14.5,東京
2026-05-26T22:00,21.4,0.0,14.2,東京
2026-05-26T23:00,21.3,0.0,13.9,東京
